Subject,Age,Gender,Location ID,Description,Location_Type,Suburb,Post Code,Lat,Lon,Time of Arrival,Time of Departure,Duration
2056,41,2,13238,Bakery,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.579819,144.714027,2013/3/4 10:20,2013/3/4 10:25,5
2056,41,2,13239,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 10:25,2013/3/4 10:30,5
2056,41,2,13240,NULL,Home,Sunbury,3429,-37.57845121,144.7102828,2013/3/4 10:30,2013/3/4 11:50,80
2056,41,2,13241,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 11:50,2013/3/4 12:00,10
2056,41,2,13242,School:Saint Anne's Primary School,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.56876,144.717896,2013/3/4 12:00,2013/3/4 13:55,115
2056,41,2,13243,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 13:55,2013/3/4 14:05,10
2056,41,2,13244,Chiropractor,Other ,Sunbury,3429,-37.58208,144.731229,2013/3/4 14:05,2013/3/4 14:35,30
2056,41,2,13245,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 14:35,2013/3/4 14:45,10
2056,41,2,13246,School:Saint Anne's Primary School,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.56876,144.717896,2013/3/4 14:45,2013/3/4 15:20,35
2056,41,2,13247,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 15:20,2013/3/4 15:30,10
2056,41,2,13248,Podiatrist,Other ,Sunbury,3429,-37.58901,144.714734,2013/3/4 15:30,2013/3/4 16:30,60
2056,41,2,13249,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 16:30,2013/3/4 16:40,10
2056,41,2,13250,NULL,Home,Sunbury,3429,-37.57845121,144.7102828,2013/3/4 16:40,2013/3/4 19:00,140
2056,41,2,13251,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 19:00,2013/3/4 19:10,10
2056,41,2,13252,School:Saint Anne's Primary School,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.56876,144.717896,2013/3/4 19:10,2013/3/4 21:30,140
2056,41,2,13253,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 21:30,2013/3/4 21:40,10
2056,41,2,13254,NULL,Home,Sunbury,3429,-37.57845121,144.7102828,2013/3/4 21:40,2013/3/4 23:00,80
2058,53,1,13255,NULL,Home,Balwyn North,3104,-37.787312,145.076508,2013/3/7 7:00,2013/3/7 7:40,40
2058,53,1,13256,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/7 7:40,2013/3/7 7:57,17
2058,53,1,13257,NULL,Work,Doncaster,3108,-37.78633927,145.1379103,2013/3/7 7:57,2013/3/7 15:35,458
2058,53,1,13258,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/7 15:35,2013/3/7 15:50,15
2058,53,1,13259,NULL,Home,Balwyn North,3104,-37.787312,145.076508,2013/3/7 15:50,2013/3/7 18:15,145
2058,53,1,13260,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/7 18:15,2013/3/7 18:30,15
2058,53,1,13261,Wilson's Reserve,"Public spaces (parks, streets, stations, airports etc.)",Doncaster,3108,-37.79197,145.117386,2013/3/7 18:30,2013/3/7 20:30,120
2058,53,1,13262,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/7 20:30,2013/3/7 20:45,15
2058,53,1,13263,NULL,Home,Balwyn North,3104,-37.787312,145.076508,2013/3/7 20:45,2013/3/7 23:00,135
2062,61,2,13264,NULL,Home,Sunbury,3429,-37.557752,144.705745,2013/3/21 7:00,2013/3/21 23:00,960
2064,54,1,13265,NULL,Home,Meadow Heights,3048,-37.651661,144.92366,2013/3/4 7:00,2013/3/4 9:00,120
2064,54,1,13266,Private Transport,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 9:00,2013/3/4 9:42,42
2064,54,1,13267,Royal Botanic Gardens Melbourne,"Public spaces (parks, streets, stations, airports etc.)",South Yarra,3141,-37.831632,144.977278,2013/3/4 9:42,2013/3/4 11:00,78
2064,54,1,13268,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 11:00,2013/3/4 12:00,60
2064,54,1,13269,China Town,"Public spaces (parks, streets, stations, airports etc.)",Melbourne,3000,-37.81181022,144.9676529,2013/3/4 12:00,2013/3/4 13:00,60
2064,54,1,13270,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 13:00,2013/3/4 13:30,30
2064,54,1,13271,Chadstone Shopping Centre: David Jones,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Chadstone,3148,-37.888481,145.081772,2013/3/4 13:30,2013/3/4 14:00,30
2064,54,1,13272,Coles Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Chadstone,3148,-37.888481,145.081772,2013/3/4 14:00,2013/3/4 15:00,60
2064,54,1,13273,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 15:00,2013/3/4 15:30,30
2064,54,1,13274,Brunswick St,"Public spaces (parks, streets, stations, airports etc.)",Fitzroy,3065,-37.799071,144.978336,2013/3/4 15:30,2013/3/4 17:00,90
2064,54,1,13275,Restaurant,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Fitzroy,3065,-37.799071,144.978336,2013/3/4 17:00,2013/3/4 18:30,90
2064,54,1,13276,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 18:30,2013/3/4 19:30,60
2064,54,1,13277,NULL,Home,Meadow Heights,3048,-37.651661,144.92366,2013/3/4 19:30,2013/3/4 23:00,210
2065,56,2,13278,NULL,Home,Kew East,3102,-37.79343045,145.0639554,2013/3/4 7:00,2013/3/4 7:45,45
2065,56,2,13279,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 7:45,2013/3/4 8:05,20
2065,56,2,13280,Mechanic: Bulleen And Maningham Rd,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Bulleen,3105,-37.76119111,145.0820572,2013/3/4 8:05,2013/3/4 8:10,5
2065,56,2,13281,Bus,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 8:10,2013/3/4 8:50,40
2065,56,2,13282,Doncaster Shoppingtown,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Doncaster,3108,-37.78725829,145.1258513,2013/3/4 8:50,2013/3/4 15:00,370
2065,56,2,13283,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 15:00,2013/3/4 15:15,15
2065,56,2,13284,NULL,Home,Kew East,3102,-37.79343045,145.0639554,2013/3/4 15:15,2013/3/4 20:30,315
2065,56,2,13285,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 20:30,2013/3/4 20:55,25
2065,56,2,13286,Nova Cinema,"Arts and culture (cinema, library, gigs, museum, theatre etc.) ",Carlton,3053,-37.798031,144.967667,2013/3/4 20:55,2013/3/4 23:45,170
2065,56,2,13287,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 23:45,2013/3/5 0:10,25
2065,56,2,13288,NULL,Home,Kew East,3102,-37.79343045,145.0639554,2013/3/5 0:10,2013/3/5 1:10,60
2066,71,1,13289,NULL,Home,Dallas,3047,-37.671162,144.928848,2013/3/4 7:00,2013/3/4 11:00,240
2066,71,1,13290,Coffee Shop,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Broadmeadows,3047,-37.679513,144.921584,2013/3/4 11:00,2013/3/4 12:30,90
2066,71,1,13291,Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Broadmeadows,3047,-37.679513,144.921584,2013/3/4 12:30,2013/3/4 14:00,90
2066,71,1,13292,Friend's House,Other ,Epping,3076,-37.63836288,145.009491,2013/3/4 14:00,2013/3/4 16:00,120
2066,71,1,13293,Northern Hospital,Other ,Epping,3076,-37.65108794,145.0145397,2013/3/4 16:00,2013/3/4 18:15,135
2066,71,1,13294,NULL,Home,Dallas,3047,-37.671162,144.928848,2013/3/4 18:15,2013/3/4 23:00,285
2068,77,2,13295,NULL,Home,Craigieburn,3064,-37.597279,144.940781,2013/3/22 7:00,2013/3/22 10:30,210
2068,77,2,13296,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 10:30,2013/3/22 12:30,120
2068,77,2,13297,Tuckers Funeral Parlour,Other ,Grovedale,3216,-38.20304879,144.3408346,2013/3/22 12:30,2013/3/22 15:00,150
2068,77,2,13298,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 15:00,2013/3/22 15:15,15
2068,77,2,13299,Son's House,Other ,Torquay,3228,-38.34020615,144.2871399,2013/3/22 15:15,2013/3/22 17:30,135
2068,77,2,13300,NULL,Home,Craigieburn,3064,-37.597279,144.940781,2013/3/22 17:30,2013/3/22 23:00,330
2070,39,2,13301,NULL,Home,Craigieburn,3064,-37.56995,144.929352,2013/3/4 7:00,2013/3/4 14:00,420
2070,39,2,13302,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 14:00,2013/3/4 14:45,45
2070,39,2,13303,Royal Children's Hospital,Other ,Parkville,3052,-37.795429,144.950348,2013/3/4 14:45,2013/3/4 16:45,120
2070,39,2,13304,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 16:45,2013/3/4 17:30,45
2070,39,2,13305,NULL,Home,Craigieburn,3064,-37.56995,144.929352,2013/3/4 17:30,2013/3/4 23:00,330
2071,42,2,13306,NULL,Home,Greenvale,3059,-37.646278,144.900604,2013/3/4 7:00,2013/3/4 10:00,180
2071,42,2,13307,Doctor's Surgery,Other ,Greenvale,3059,-37.642394,144.891133,2013/3/4 10:00,2013/3/4 11:30,90
2071,42,2,13308,Mother's House,Other ,Greenvale,3059,-37.640485,144.903128,2013/3/4 11:30,2013/3/4 13:00,90
2071,42,2,13309,NULL,Home,Greenvale,3059,-37.646278,144.900604,2013/3/4 13:00,2013/3/4 23:00,600
2072,49,1,13310,NULL,Home,Glen Iris,3146,-37.855204,145.075978,2013/3/4 6:00,2013/3/4 7:00,60
2072,49,1,13311,NULL,Work,Toorak,3142,-37.83535,145.022074,2013/3/4 7:00,2013/3/4 17:00,600
2072,49,1,13312,NULL,Home,Glen Iris,3146,-37.855204,145.075978,2013/3/4 17:00,2013/3/4 17:45,45
2072,49,1,13313,Swimming Lessons: Plc,Sport and recreation,Burwood,3125,-37.84956,145.106644,2013/3/4 17:45,2013/3/4 19:00,75
2072,49,1,13314,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 19:00,2013/3/4 19:05,5
2072,49,1,13315,NULL,Home,Glen Iris,3146,-37.855204,145.075978,2013/3/4 19:05,2013/3/4 23:00,235
2074,18,1,13316,NULL,Home,Camberwell,3124,-37.82903213,145.064603,2013/3/5 7:00,2013/3/5 8:30,90
2074,18,1,13317,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 8:30,2013/3/5 9:10,40
2074,18,1,13318,Monash University,"Study (Uni, school, kindergarden, childcare centre etc)",Clayton,3800,-37.915404,145.134673,2013/3/5 9:10,2013/3/5 10:30,80
2074,18,1,13319,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 10:30,2013/3/5 11:00,30
2074,18,1,13320,NULL,Home,Camberwell,3124,-37.82903213,145.064603,2013/3/5 11:00,2013/3/5 13:30,150
2074,18,1,13321,Monash University,"Study (Uni, school, kindergarden, childcare centre etc)",Clayton,3800,-37.915404,145.134673,2013/3/5 13:30,2013/3/5 18:00,270
2074,18,1,13322,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 18:00,2013/3/5 18:30,30
2074,18,1,13323,Saint Kilda Cricket Club,Sport and recreation,Saint Kilda,3182,-37.856018,144.979215,2013/3/5 18:30,2013/3/5 20:00,90
2074,18,1,13324,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 20:00,2013/3/5 20:45,45
2074,18,1,13325,NULL,Home,Camberwell,3124,-37.82903213,145.064603,2013/3/5 20:45,2013/3/5 23:00,135
2074,18,1,13326,Private Transport,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
2075,18,2,13327,NULL,Home,Sunbury,3429,-37.571659,144.705017,2013/3/4 6:00,2013/3/4 7:00,60
2075,18,2,13328,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 7:00,2013/3/4 7:45,45
2075,18,2,13329,Person's House: Gisbon,Other ,Gisborne,3437,-37.48656845,144.5914459,2013/3/4 7:45,2013/3/4 16:30,525
2075,18,2,13330,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/4 16:30,2013/3/4 17:00,30
2075,18,2,13331,NULL,Home,Sunbury,3429,-37.571659,144.705017,2013/3/4 17:00,2013/3/4 23:00,360
2080,59,2,13332,NULL,Home,Surrey Hills,3127,-37.829899,145.096313,2013/3/4 4:20,2013/3/4 5:20,60
2080,59,2,13333,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 5:20,2013/3/4 6:00,40
2080,59,2,13334,Gym,Sport and recreation,Melbourne,3000,-37.80817,144.963111,2013/3/4 6:00,2013/3/4 7:10,70
2080,59,2,13335,"Coles Supermarket, Melbourne Central","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Melbourne,3000,-37.80957696,144.9638069,2013/3/4 7:10,2013/3/4 7:25,15
2080,59,2,13336,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 7:25,2013/3/4 8:00,35
2080,59,2,13337,Victoria University,Work,Saint Albans,3021,-37.749473,144.798558,2013/3/4 8:00,2013/3/4 16:30,510
2080,59,2,13338,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 16:30,2013/3/4 17:10,40
2080,59,2,13339,Clock's Restaurant,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Melbourne,3000,-37.817795,144.967236,2013/3/4 17:10,2013/3/4 17:40,30
2080,59,2,13340,Tram,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 17:40,2013/3/4 18:10,30
2080,59,2,13341,MCG,Sport and recreation,East Melbourne,3002,-37.821176,144.982991,2013/3/4 18:10,2013/3/4 21:30,200
2080,59,2,13342,Cab,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/4 21:30,2013/3/4 22:20,50
2080,59,2,13343,NULL,Home,Surrey Hills,3127,-37.829899,145.096313,2013/3/4 22:20,2013/3/4 23:00,40
2089,38,2,13344,NULL,Home,Camberwell,3124,-37.841091,145.062805,2013/3/4 7:00,2013/3/4 8:20,80
2089,38,2,13345,St Judes Primary,Work,Scoresby,3179,-37.889221,145.225906,2013/3/4 8:20,2013/3/4 11:20,180
2089,38,2,13346,Knox Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Wantirna South ,3152,-37.869652,145.238312,2013/3/4 11:20,2013/3/4 12:10,50
2089,38,2,13347,St Judes Primary,Work,Scoresby,3179,-37.889221,145.225906,2013/3/4 12:10,2013/3/4 15:00,170
2089,38,2,13348,NULL,Work,Croydon,3136,-37.796398,145.284192,2013/3/4 15:00,2013/3/4 17:30,150
2089,38,2,13349,NULL,Home,Camberwell,3124,-37.841091,145.062805,2013/3/4 17:30,2013/3/4 19:00,90
2089,38,2,13350,Local Neighbourhood,"Public spaces (parks, streets, stations, airports etc.)",Camberwell,3124,-37.841995,145.062858,2013/3/4 19:00,2013/3/4 20:15,75
2089,38,2,13351,NULL,Home,Camberwell,3124,-37.841091,145.062805,2013/3/4 20:15,2013/3/4 23:00,165
2094,52,1,13352,NULL,Home,Canterbury,3126,-37.81711688,145.0699962,2013/3/7 7:00,2013/3/7 7:40,40
2094,52,1,13353,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/7 7:40,2013/3/7 7:51,11
2094,52,1,13354,NULL,Work,Kew,3101,-37.799728,145.050252,2013/3/7 7:51,2013/3/7 18:00,609
2094,52,1,13355,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/7 18:00,2013/3/7 18:12,12
2094,52,1,13356,NULL,Home,Canterbury,3126,-37.81711688,145.0699962,2013/3/7 18:12,2013/3/7 23:00,288
2096,60,1,13357,NULL,Home,Westmeadows,3049,-37.68036,144.896601,2013/3/5 7:00,2013/3/5 8:00,60
2096,60,1,13358,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 8:00,2013/3/5 8:15,15
2096,60,1,13359,NULL,Work,NULL,NULL,NULL,NULL,2013/3/5 8:15,2013/3/5 15:15,420
2096,60,1,13360,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 15:15,2013/3/5 15:30,15
2096,60,1,13361,NULL,Home,Westmeadows,3049,-37.68036,144.896601,2013/3/5 15:30,2013/3/5 23:00,450
2100,65,2,13362,NULL,Home,Canterbury,3126,-37.818871,145.070145,2013/3/12 7:00,2013/3/12 9:00,120
2100,65,2,13363,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/12 9:00,2013/3/12 10:10,70
2100,65,2,13364,Daughter's House,Other ,Avondale Heights,3034,-37.771977,144.858361,2013/3/12 10:10,2013/3/12 10:20,10
2100,65,2,13365,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/12 10:20,2013/3/12 10:50,30
2100,65,2,13366,NULL,Home,Canterbury,3126,-37.818871,145.070145,2013/3/12 10:50,2013/3/12 23:00,730
2105,64,2,13367,(Don't Know),Home,NULL,3124,NULL,NULL,2013/3/5 7:00,2013/3/5 10:45,225
2105,64,2,13368,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 10:45,NULL,NULL
2105,64,2,13369,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,NULL,2013/3/5 12:30,NULL
2105,64,2,13370,(Refused),Home,NULL,3124,NULL,NULL,2013/3/5 12:30,2013/3/5 13:30,60
2105,64,2,13371,Tram Into the City,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/5 13:30,2013/3/5 14:15,45
2105,64,2,13372,Manchester Unity Building,Other ,Melbourne,3000,-37.81549184,144.9665257,2013/3/5 14:15,2013/3/5 15:00,45
2105,64,2,13373,Tram,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/5 15:00,2013/3/5 15:45,45
2105,64,2,13374,(Refused),Home,NULL,3124,NULL,NULL,2013/3/5 15:45,2013/3/5 16:00,15
2105,64,2,13375,Podiatrist,Other ,NULL,NULL,-37.82973,145.08231,2013/3/5 16:00,2013/3/5 16:45,45
2105,64,2,13376,(Refused),Home,NULL,3124,NULL,NULL,2013/3/5 16:45,2013/3/5 20:00,195
2105,64,2,13377,Meeting,Other ,Mitcham,3132,-37.8252,145.19208,2013/3/5 20:00,2013/3/5 21:00,60
2105,64,2,13378,(Refused),Home,NULL,3124,NULL,NULL,2013/3/5 21:00,2013/3/5 23:00,120
2106,52,1,13379,NULL,Home,Sunbury,3429,-37.576111,144.732605,2013/3/5 7:00,2013/3/5 8:40,100
2106,52,1,13380,Sunbury Downs Secondary College,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.584099,144.705856,2013/3/5 8:40,2013/3/5 8:50,10
2106,52,1,13381,NULL,Home,Sunbury,3429,-37.576111,144.732605,2013/3/5 8:50,2013/3/5 12:12,202
2106,52,1,13382,NULL,Work,Sunbury,3429,-37.57124046,144.7184402,2013/3/5 12:12,2013/3/5 12:20,8
2106,52,1,13383,NULL,Work,Sunbury,3429,-37.57124046,144.7184402,2013/3/5 12:12,2013/3/5 15:45,213
2106,52,1,13384,Foodworks,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.580608,144.728394,2013/3/5 15:45,2013/3/5 16:30,45
2106,52,1,13385,NULL,Home,Sunbury,3429,-37.576111,144.732605,2013/3/5 16:30,2013/3/5 23:00,390
2110,50,2,13386,NULL,Home,Kew,3101,-37.80147171,145.0308838,2013/3/22 7:00,2013/3/22 8:00,60
2110,50,2,13387,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 8:00,2013/3/22 9:00,60
2110,50,2,13388,NULL,Work,Toorak,3142,-37.84105682,145.0179291,2013/3/22 9:00,2013/3/22 15:00,360
2110,50,2,13389,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 15:00,2013/3/22 15:30,30
2110,50,2,13390,Hairdresser,Other ,Kew,3101,-37.799728,145.050252,2013/3/22 15:30,2013/3/22 18:15,165
2110,50,2,13391,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 18:15,2013/3/22 18:30,15
2110,50,2,13392,NULL,Home,Kew,3101,-37.80147171,145.0308838,2013/3/22 18:30,2013/3/22 23:00,270
2123,46,1,13393,(Refused),Home,Kew East,3102,-37.797764,145.054075,2013/3/5 7:00,2013/3/5 16:00,540
2123,46,1,13394,Walk Alone,"Public spaces (parks, streets, stations, airports etc.)",Balwyn North,3104,-37.791731,145.094054,2013/3/5 16:00,2013/3/5 16:15,15
2123,46,1,13395,"Coles Supermarket, Balwyn North","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn North,3104,-37.793091,145.064743,2013/3/5 16:15,2013/3/5 16:35,20
2123,46,1,13396,(Refused),Home,Kew East,3102,-37.797764,145.054075,2013/3/5 16:35,2013/3/5 23:00,385
2133,47,1,13397,NULL,Home,Attwood ,3049,-37.67043345,144.8989499,2013/3/5 3:00,2013/3/5 4:00,60
2133,47,1,13398,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 4:00,2013/3/5 4:15,15
2133,47,1,13399,Melbourne Airport,Work,Melbourne Airport,3045,-37.670077,144.849349,2013/3/5 4:15,2013/3/5 12:30,495
2133,47,1,13400,NULL,Home,Attwood ,3049,-37.67043345,144.8989499,2013/3/5 12:30,2013/3/5 14:30,120
2133,47,1,13401,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 14:30,2013/3/5 15:00,30
2133,47,1,13402,The Hair Dresser,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Westmeadows,3049,-37.67436981,144.8898621,2013/3/5 15:00,2013/3/5 15:15,15
2133,47,1,13403,NULL,Home,Attwood ,3049,-37.67043345,144.8989499,2013/3/5 15:15,2013/3/5 16:30,75
2133,47,1,13404,Coles Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Pascoe Vale,3044,-37.73175,144.939255,2013/3/5 16:30,2013/3/5 17:05,35
2133,47,1,13405,NULL,Home,Attwood ,3049,-37.67043345,144.8989499,2013/3/5 17:05,2013/3/5 23:00,355
2137,40,2,13406,NULL,Home,Craigieburn,3064,-37.593208,144.924667,2013/3/22 7:00,2013/3/22 8:20,80
2137,40,2,13407,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 8:20,2013/3/22 9:00,40
2137,40,2,13408,Epping Plaza,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Epping,3076,-37.65355704,145.0224287,2013/3/22 9:00,2013/3/22 13:00,240
2137,40,2,13409,McDonald's,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Epping,3076,-37.65355704,145.0224287,2013/3/22 13:00,2013/3/22 13:30,30
2137,40,2,13410,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 13:30,2013/3/22 13:35,5
2137,40,2,13411,NULL,Home,Craigieburn,3064,-37.593208,144.924667,2013/3/22 13:35,2013/3/22 15:30,115
2137,40,2,13412,Hairdresser,Other ,Roxburgh Park,3064,-37.6225,144.93257,2013/3/22 15:30,2013/3/22 16:30,60
2137,40,2,13413,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 16:30,2013/3/22 17:00,30
2137,40,2,13414,NULL,Home,Craigieburn,3064,-37.593208,144.924667,2013/3/22 17:00,2013/3/22 17:20,20
2137,40,2,13415,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 17:20,2013/3/22 18:00,40
2137,40,2,13416,Renovated House,Other ,Beveridge,3753,-37.476825,144.955912,2013/3/22 18:00,2013/3/22 18:20,20
2137,40,2,13417,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 18:20,2013/3/22 18:50,30
2137,40,2,13418,Epping Plaza,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Epping,3076,-37.65355704,145.0224287,2013/3/22 18:50,2013/3/22 19:30,40
2137,40,2,13419,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/22 19:30,2013/3/22 19:45,15
2137,40,2,13420,NULL,Home,Craigieburn,3064,-37.593208,144.924667,2013/3/22 19:45,2013/3/22 23:00,195
2138,44,2,13421,NULL,Home,Meadow Heights,3048,-37.642059,144.915329,2013/4/15 7:00,2013/4/15 15:00,480
2138,44,2,13422,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/4/15 15:00,2013/4/15 15:10,10
2138,44,2,13423,School: Roxburgh Park High school,"Study (Uni, school, kindergarden, childcare centre etc)",Roxburgh Park,3064,-37.6303338,144.9300537,2013/4/15 15:10,2013/4/15 15:30,20
2138,44,2,13424,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/4/15 15:30,2013/4/15 15:35,5
2138,44,2,13425,NULL,Home,Meadow Heights,3048,-37.642059,144.915329,2013/4/15 15:35,2013/4/15 23:00,445
2141,53,1,13426,NULL,Home,Sunbury,3429,-37.580219,144.717407,2013/3/5 5:00,2013/3/5 6:00,60
2141,53,1,13427,NULL,Work,Tullamarine,3043,-37.70214462,144.8773804,2013/3/5 6:00,2013/3/5 16:30,630
2141,53,1,13428,NULL,Home,Sunbury,3429,-37.580219,144.717407,2013/3/5 16:30,2013/3/5 23:00,390
2143,56,2,13429,NULL,Home,Sunbury,3429,-37.54956,144.73467,2013/3/5 7:00,2013/3/5 23:00,960
2144,70,1,13430,NULL,Home,Bulla,3428,-37.661091,144.767471,2013/3/5 7:00,2013/3/5 16:00,540
2144,70,1,13431,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 16:00,2013/3/5 16:00,0
2144,70,1,13432,Tullamarine Airport,Work,Melbourne Airport,3045,-37.670077,144.849349,2013/3/5 16:00,2013/3/5 19:00,180
2144,70,1,13433,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/5 19:00,2013/3/5 19:30,30
